"","x"
"global_tree_effect",124.383240938797
"nu",2061.58524729412
"p10",7.97278091654215
"p11",35.9712745329547
"p12",24.1729324034553
"p2",73.2658351835815
"p3",282.183935399029
"p5",12.7327545507462
"p6",12.1770012597417
"p7",61.4559957819185
"p8",23.0255090827579
"p9",32.756038063513
"procErr",4348.30738182059
