"","x"
"global_tree_effect",36.1259305525318
"nu",693.547448548342
"p10",270.755475980572
"p11",1069.44068022882
"p12",1130.99755435237
"p2",39.7897644682072
"p3",482.528886631815
"p5",1554.426169876
"p6",534.905569556673
"p7",4603.40412461095
"p8",1416.11540849641
"p9",831.626970440875
"procErr",771.811012409358
