"","x"
"global_tree_effect",28.9849868917877
"nu",990.713342812811
"p10",194.082257098031
"p11",1044.52915523267
"p12",950.69123304117
"p2",35.5881267859604
"p3",323.259213367211
"p5",1310.08450926809
"p6",974.113658681048
"p7",3944.43353013292
"p8",3525.53127068411
"p9",863.180220510727
"procErr",1067.3483782258
