"","x"
"global_tree_effect",25.7457601845882
"nu",4739.12895118167
"p10",182.029938462063
"p11",2139.12074960276
"p12",1921.53026768838
"p2",24.8993677008124
"p3",275.758570128425
"p5",1838.27904490442
"p6",395.946533715081
"p7",3184.28733989684
"p8",2235.58723567365
"p9",621.062561803102
"procErr",2913.67358942984
