"","x"
"global_tree_effect",23.0403187369638
"nu",5433.68092340513
"p10",92.8603889881351
"p11",1325.13268411524
"p12",992.630247665548
"p2",30.9320917221481
"p3",320.36847323062
"p5",1337.68886673741
"p6",322.939152271992
"p7",1674.20166562933
"p8",848.693932887723
"p9",711.680126550631
"procErr",2160.35202312785
