"","x"
"global_tree_effect",17.2118182181397
"nu",846.790620506292
"p10",90.5576382332699
"p11",704.127532707892
"p12",402.493755821055
"p2",29.760862862629
"p3",180.151006815888
"p5",254.915851268798
"p6",188.169995416765
"p7",478.491310888265
"p8",3223.83949852662
"p9",75.4008991797797
"procErr",923.275652208567
