"","x"
"global_tree_effect",55.6282711131369
"nu",4693.65971343026
"p10",209.477310313502
"p11",1838.24150260853
"p12",1657.69991651776
"p2",53.8418132680994
"p3",425.529882831426
"p5",1326.46792258358
"p6",543.051013736806
"p7",3247.0992002249
"p8",1283.26708353695
"p9",605.940583605541
"procErr",2526.33683468526
