"","x"
"global_tree_effect",45.2069026446779
"nu",346.616411037031
"p10",95.1067520121457
"p11",528.043662404005
"p12",402.891747974027
"p2",100.021002347418
"p3",601.451043932447
"p5",411.223420283271
"p6",241.968117848882
"p7",1231.86894334786
"p8",735.671080266968
"p9",632.0637594408
"procErr",540.852658788428
