"","x"
"global_tree_effect",37.9002936199034
"nu",5010.0460322516
"p10",132.855390389868
"p11",1617.15859320604
"p12",1283.58128565392
"p2",37.5557778193954
"p3",311.995003088652
"p5",1099.86570244093
"p6",349.201595746227
"p7",3192.56052731782
"p8",1996.07335978176
"p9",479.342444247048
"procErr",2265.22524209211
